"ecosystem","sample","sample_fraction","fraction","sampleID","isotope.treatment","iso.treat.eco","Density.g.ml","avg_16S_copies","dna_ng_ul","uL_added","dry_soil_wt_g"
"MC",30,"30_7",7,"W1_MC_6","12C","12C.MC",1.721818,11325.00013,44.9,25,0.22928851286128
"MC",30,"30_8",8,"W1_MC_6","12C","12C.MC",1.7175188,10661.09193,44.9,25,0.22928851286128
"MC",30,"30_9",9,"W1_MC_6","12C","12C.MC",1.7121448,13785.17414,44.9,25,0.22928851286128
"MC",31,"31_10",10,"W1_MC_7","13C","13C.MC",1.7038368,27658.07028,36.7,30,0.228524217818409
"MC",31,"31_11",11,"W1_MC_7","13C","13C.MC",1.6996256,65380.15587,36.7,30,0.228524217818409
"MC",31,"31_12",12,"W1_MC_7","13C","13C.MC",1.6954144,146814.1095,36.7,30,0.228524217818409
"MC",31,"31_13",13,"W1_MC_7","13C","13C.MC",1.6912032,437249.5941,36.7,30,0.228524217818409
"MC",31,"31_14",14,"W1_MC_7","13C","13C.MC",1.686992,1108887.99,36.7,30,0.228524217818409
"MC",31,"31_15",15,"W1_MC_7","13C","13C.MC",1.6827808,1367037.146,36.7,30,0.228524217818409
"MC",31,"31_16",16,"W1_MC_7","13C","13C.MC",1.6785696,778711.1586,36.7,30,0.228524217818409
"MC",31,"31_17",17,"W1_MC_7","13C","13C.MC",1.6743584,210974.5596,36.7,30,0.228524217818409
"MC",31,"31_18",18,"W1_MC_7","13C","13C.MC",1.6712,67011.14183,36.7,30,0.228524217818409
"MC",31,"31_19",19,"W1_MC_7","13C","13C.MC",1.6672,61271.87937,36.7,30,0.228524217818409
"MC",31,"31_2",2,"W1_MC_7","13C","13C.MC",1.7354208,1007.295122,36.7,30,0.228524217818409
"MC",31,"31_20",20,"W1_MC_7","13C","13C.MC",1.6631,25993.2099,36.7,30,0.228524217818409
"MC",31,"31_3",3,"W1_MC_7","13C","13C.MC",1.7322624,1554.071986,36.7,30,0.228524217818409
"MC",31,"31_4",4,"W1_MC_7","13C","13C.MC",1.7301568,1247.191769,36.7,30,0.228524217818409
"MC",31,"31_5",5,"W1_MC_7","13C","13C.MC",1.7259456,1848.844604,36.7,30,0.228524217818409
"MC",31,"31_6",6,"W1_MC_7","13C","13C.MC",1.7217344,2463.489387,36.7,30,0.228524217818409
"MC",31,"31_7",7,"W1_MC_7","13C","13C.MC",1.718576,4262.215445,36.7,30,0.228524217818409
"MC",31,"31_8",8,"W1_MC_7","13C","13C.MC",1.7154176,6242.540717,36.7,30,0.228524217818409
"MC",31,"31_9",9,"W1_MC_7","13C","13C.MC",1.7091008,10541.98477,36.7,30,0.228524217818409
"MC",32,"32_10",10,"W1_MC_8","13C","13C.MC",1.6880448,1224484.114,38.3,30,0.230817102947022
"MC",32,"32_11",11,"W1_MC_8","13C","13C.MC",1.6838336,855529.1476,38.3,30,0.230817102947022
"MC",32,"32_12",12,"W1_MC_8","13C","13C.MC",1.6785696,261001.252,38.3,30,0.230817102947022
"MC",32,"32_13",13,"W1_MC_8","13C","13C.MC",1.6733056,87878.99668,38.3,30,0.230817102947022
"MC",32,"32_14",14,"W1_MC_8","13C","13C.MC",1.6680416,31204.52747,38.3,30,0.230817102947022
"MC",32,"32_15",15,"W1_MC_8","13C","13C.MC",1.6627776,9941.133161,38.3,30,0.230817102947022
"MC",32,"32_2",2,"W1_MC_8","13C","13C.MC",1.7280512,2587.614613,38.3,30,0.230817102947022
"MC",32,"32_3",3,"W1_MC_8","13C","13C.MC",1.7248928,3518.914735,38.3,30,0.230817102947022
"MC",32,"32_4",4,"W1_MC_8","13C","13C.MC",1.718576,7070.366092,38.3,30,0.230817102947022
"MC",32,"32_5",5,"W1_MC_8","13C","13C.MC",1.713312,6776.665259,38.3,30,0.230817102947022
"MC",32,"32_6",6,"W1_MC_8","13C","13C.MC",1.708048,13809.31806,38.3,30,0.230817102947022
"MC",32,"32_7",7,"W1_MC_8","13C","13C.MC",1.702784,42784.70387,38.3,30,0.230817102947022
"MC",32,"32_8",8,"W1_MC_8","13C","13C.MC",1.69752,157893.5816,38.3,30,0.230817102947022
"MC",32,"32_9",9,"W1_MC_8","13C","13C.MC",1.6933088,464061.2933,38.3,30,0.230817102947022
"MC",33,"33_10",10,"W1_MC_9","13C","13C.MC",1.7038368,45123.73061,40.6,25,0.226231332689796
"MC",33,"33_11",11,"W1_MC_9","13C","13C.MC",1.6996256,207968.1613,40.6,25,0.226231332689796
"MC",33,"33_12",12,"W1_MC_9","13C","13C.MC",1.6933088,755583.4595,40.6,25,0.226231332689796
"MC",33,"33_13",13,"W1_MC_9","13C","13C.MC",1.6890976,2152996.235,40.6,25,0.226231332689796
"MC",33,"33_14",14,"W1_MC_9","13C","13C.MC",1.6848864,2136878.022,40.6,25,0.226231332689796
"MC",33,"33_15",15,"W1_MC_9","13C","13C.MC",1.6806752,1119217.224,40.6,25,0.226231332689796
"MC",33,"33_16",16,"W1_MC_9","13C","13C.MC",1.6775168,246450.3813,40.6,25,0.226231332689796
"MC",33,"33_17",17,"W1_MC_9","13C","13C.MC",1.6722528,98214.72099,40.6,25,0.226231332689796
"MC",33,"33_18",18,"W1_MC_9","13C","13C.MC",1.6685,49958.5194,40.6,25,0.226231332689796
"MC",33,"33_19",19,"W1_MC_9","13C","13C.MC",1.6643,19832.02462,40.6,25,0.226231332689796
"MC",33,"33_2",2,"W1_MC_9","13C","13C.MC",1.734368,3039.964087,40.6,25,0.226231332689796
"MC",33,"33_3",3,"W1_MC_9","13C","13C.MC",1.7312096,4115.6376,40.6,25,0.226231332689796
"MC",33,"33_4",4,"W1_MC_9","13C","13C.MC",1.729104,3470.850635,40.6,25,0.226231332689796
"MC",33,"33_5",5,"W1_MC_9","13C","13C.MC",1.72384,3910.446689,40.6,25,0.226231332689796
"MC",33,"33_6",6,"W1_MC_9","13C","13C.MC",1.7206816,4882.097197,40.6,25,0.226231332689796
"MC",33,"33_7",7,"W1_MC_9","13C","13C.MC",1.7164704,8310.574018,40.6,25,0.226231332689796
"MC",33,"33_8",8,"W1_MC_9","13C","13C.MC",1.7112064,13216.88878,40.6,25,0.226231332689796
"MC",33,"33_9",9,"W1_MC_9","13C","13C.MC",1.708048,18849.11089,40.6,25,0.226231332689796
"MC",34,"34_10",10,"W1_MC_10","12C_N","12C_N.MC",1.7017312,4006.809992,35.6,30,0.227759922775538
"MC",34,"34_11",11,"W1_MC_10","12C_N","12C_N.MC",1.6954144,21093.90167,35.6,30,0.227759922775538
"MC",34,"34_12",12,"W1_MC_10","12C_N","12C_N.MC",1.6912032,160984.5478,35.6,30,0.227759922775538
"MC",34,"34_13",13,"W1_MC_10","12C_N","12C_N.MC",1.686992,750529.511,35.6,30,0.227759922775538
"MC",34,"34_14",14,"W1_MC_10","12C_N","12C_N.MC",1.681728,1718835.825,35.6,30,0.227759922775538
"MC",34,"34_15",15,"W1_MC_10","12C_N","12C_N.MC",1.6775168,1049638.36,35.6,30,0.227759922775538
"MC",34,"34_16",16,"W1_MC_10","12C_N","12C_N.MC",1.6743584,225074.3713,35.6,30,0.227759922775538
"MC",34,"34_17",17,"W1_MC_10","12C_N","12C_N.MC",1.6690944,61646.68467,35.6,30,0.227759922775538
"MC",34,"34_18",18,"W1_MC_10","12C_N","12C_N.MC",1.6648832,16555.56649,35.6,30,0.227759922775538
"MC",34,"34_19",19,"W1_MC_10","12C_N","12C_N.MC",1.661,11498.47001,35.6,30,0.227759922775538
"MC",34,"34_2",2,"W1_MC_10","12C_N","12C_N.MC",1.7333152,746.3619607,35.6,30,0.227759922775538
"MC",34,"34_3",3,"W1_MC_10","12C_N","12C_N.MC",1.7322624,1105.796183,35.6,30,0.227759922775538
"MC",34,"34_4",4,"W1_MC_10","12C_N","12C_N.MC",1.729104,1686.206462,35.6,30,0.227759922775538
"MC",34,"34_6",6,"W1_MC_10","12C_N","12C_N.MC",1.7206816,1633.207005,35.6,30,0.227759922775538
"MC",34,"34_7",7,"W1_MC_10","12C_N","12C_N.MC",1.7143648,1453.873839,35.6,30,0.227759922775538
"MC",34,"34_8",8,"W1_MC_10","12C_N","12C_N.MC",1.7091008,1489.876421,35.6,30,0.227759922775538
"MC",34,"34_9",9,"W1_MC_10","12C_N","12C_N.MC",1.7059424,3938.791884,35.6,30,0.227759922775538
"MC",35,"35_10",10,"W1_MC_11","12C_N","12C_N.MC",1.7112064,2874.921493,38.3,30,0.227759922775538
"MC",35,"35_11",11,"W1_MC_11","12C_N","12C_N.MC",1.708048,4842.042829,38.3,30,0.227759922775538
"MC",35,"35_12",12,"W1_MC_11","12C_N","12C_N.MC",1.7038368,14519.18408,38.3,30,0.227759922775538
"MC",35,"35_13",13,"W1_MC_11","12C_N","12C_N.MC",1.6996256,47153.95674,38.3,30,0.227759922775538
"MC",35,"35_14",14,"W1_MC_11","12C_N","12C_N.MC",1.6954144,173234.1105,38.3,30,0.227759922775538
"MC",35,"35_15",15,"W1_MC_11","12C_N","12C_N.MC",1.692256,549164.8475,38.3,30,0.227759922775538
"MC",35,"35_16",16,"W1_MC_11","12C_N","12C_N.MC",1.6880448,1480867.78,38.3,30,0.227759922775538
"MC",35,"35_17",17,"W1_MC_11","12C_N","12C_N.MC",1.6838336,2507224.058,38.3,30,0.227759922775538
"MC",35,"35_18",18,"W1_MC_11","12C_N","12C_N.MC",1.6796224,1867089.959,38.3,30,0.227759922775538
"MC",35,"35_19",19,"W1_MC_11","12C_N","12C_N.MC",1.6743584,473026.4359,38.3,30,0.227759922775538
"MC",35,"35_20",20,"W1_MC_11","12C_N","12C_N.MC",1.6716,221856.1852,38.3,30,0.227759922775538
"MC",35,"35_21",21,"W1_MC_11","12C_N","12C_N.MC",1.6676,39079.09732,38.3,30,0.227759922775538
"MC",35,"35_22",22,"W1_MC_11","12C_N","12C_N.MC",1.6636,12372.36014,38.3,30,0.227759922775538
"MC",35,"35_4",4,"W1_MC_11","12C_N","12C_N.MC",1.7354208,1668.144909,38.3,30,0.227759922775538
"MC",35,"35_5",5,"W1_MC_11","12C_N","12C_N.MC",1.7301568,1863.508709,38.3,30,0.227759922775538
"MC",35,"35_6",6,"W1_MC_11","12C_N","12C_N.MC",1.7259456,1930.965112,38.3,30,0.227759922775538
"MC",35,"35_7",7,"W1_MC_11","12C_N","12C_N.MC",1.7217344,1863.272242,38.3,30,0.227759922775538
"MC",35,"35_8",8,"W1_MC_11","12C_N","12C_N.MC",1.7175232,2453.112625,38.3,30,0.227759922775538
"MC",35,"35_9",9,"W1_MC_11","12C_N","12C_N.MC",1.7154176,2275.829984,38.3,30,0.227759922775538
"MC",36,"36_10",10,"W1_MC_12","12C_N","12C_N.MC",1.7006784,4876.089079,39.7,25,0.230817102947022
"MC",36,"36_11",11,"W1_MC_12","12C_N","12C_N.MC",1.6954144,8096.88877,39.7,25,0.230817102947022
"MC",36,"36_12",12,"W1_MC_12","12C_N","12C_N.MC",1.692256,40705.25289,39.7,25,0.230817102947022
"MC",36,"36_13",13,"W1_MC_12","12C_N","12C_N.MC",1.6880448,247388.4008,39.7,25,0.230817102947022
"MC",36,"36_14",14,"W1_MC_12","12C_N","12C_N.MC",1.6848864,970420.7063,39.7,25,0.230817102947022
"MC",36,"36_15",15,"W1_MC_12","12C_N","12C_N.MC",1.6806752,1981964.582,39.7,25,0.230817102947022
"MC",36,"36_16",16,"W1_MC_12","12C_N","12C_N.MC",1.6754112,1623105.371,39.7,25,0.230817102947022
"MC",36,"36_17",17,"W1_MC_12","12C_N","12C_N.MC",1.6722528,503017.5539,39.7,25,0.230817102947022
"MC",36,"36_18",18,"W1_MC_12","12C_N","12C_N.MC",1.6680416,215926.0681,39.7,25,0.230817102947022
"MC",36,"36_19",19,"W1_MC_12","12C_N","12C_N.MC",1.6626,68149.57605,39.7,25,0.230817102947022
"MC",36,"36_3",3,"W1_MC_12","12C_N","12C_N.MC",1.7322624,2457.056192,39.7,25,0.230817102947022
"MC",36,"36_4",4,"W1_MC_12","12C_N","12C_N.MC",1.7301568,2172.665187,39.7,25,0.230817102947022
"MC",36,"36_5",5,"W1_MC_12","12C_N","12C_N.MC",1.72384,1979.82216,39.7,25,0.230817102947022
"MC",36,"36_7",7,"W1_MC_12","12C_N","12C_N.MC",1.713312,2537.866015,39.7,25,0.230817102947022
"MC",36,"36_9",9,"W1_MC_12","12C_N","12C_N.MC",1.7048896,2354.62548,39.7,25,0.230817102947022
"MC",37,"37_10",10,"W1_MC_13","13C_N","13C_N.MC",1.702784,67117.05036,36.6,30,0.230052807904151
"MC",37,"37_11",11,"W1_MC_13","13C_N","13C_N.MC",1.6985728,208259.4376,36.6,30,0.230052807904151
"MC",37,"37_12",12,"W1_MC_13","13C_N","13C_N.MC",1.6933088,553614.8801,36.6,30,0.230052807904151
"MC",37,"37_13",13,"W1_MC_13","13C_N","13C_N.MC",1.6880448,1544602.751,36.6,30,0.230052807904151
"MC",37,"37_14",14,"W1_MC_13","13C_N","13C_N.MC",1.681728,1846039.938,36.6,30,0.230052807904151
"MC",37,"37_15",15,"W1_MC_13","13C_N","13C_N.MC",1.676464,489583.5408,36.6,30,0.230052807904151
"MC",37,"37_16",16,"W1_MC_13","13C_N","13C_N.MC",1.6722528,186152.8938,36.6,30,0.230052807904151
"MC",37,"37_17",17,"W1_MC_13","13C_N","13C_N.MC",1.6669888,62385.52815,36.6,30,0.230052807904151
"MC",37,"37_18",18,"W1_MC_13","13C_N","13C_N.MC",1.6639,60122.64512,36.6,30,0.230052807904151
"MC",37,"37_3",3,"W1_MC_13","13C_N","13C_N.MC",1.734368,1734.242835,36.6,30,0.230052807904151
"MC",37,"37_4",4,"W1_MC_13","13C_N","13C_N.MC",1.7301568,3889.471058,36.6,30,0.230052807904151
"MC",37,"37_5",5,"W1_MC_13","13C_N","13C_N.MC",1.72384,21493.4287,36.6,30,0.230052807904151
"MC",37,"37_6",6,"W1_MC_13","13C_N","13C_N.MC",1.7196288,60660.51185,36.6,30,0.230052807904151
"MC",37,"37_7",7,"W1_MC_13","13C_N","13C_N.MC",1.7154176,64516.07667,36.6,30,0.230052807904151
"MC",37,"37_8",8,"W1_MC_13","13C_N","13C_N.MC",1.7112064,57677.62378,36.6,30,0.230052807904151
"MC",37,"37_9",9,"W1_MC_13","13C_N","13C_N.MC",1.7059424,56247.46843,36.6,30,0.230052807904151
"MC",38,"38_10",10,"W1_MC_14","13C_N","13C_N.MC",1.7017312,118240.0906,38.2,30,0.226995627732667
"MC",38,"38_11",11,"W1_MC_14","13C_N","13C_N.MC",1.6985728,182589.5823,38.2,30,0.226995627732667
"MC",38,"38_12",12,"W1_MC_14","13C_N","13C_N.MC",1.6933088,516342.8682,38.2,30,0.226995627732667
"MC",38,"38_13",13,"W1_MC_14","13C_N","13C_N.MC",1.6890976,1270421.174,38.2,30,0.226995627732667
"MC",38,"38_14",14,"W1_MC_14","13C_N","13C_N.MC",1.6848864,1372745.854,38.2,30,0.226995627732667
"MC",38,"38_15",15,"W1_MC_14","13C_N","13C_N.MC",1.6806752,1305861.929,38.2,30,0.226995627732667
"MC",38,"38_16",16,"W1_MC_14","13C_N","13C_N.MC",1.676464,373295.3821,38.2,30,0.226995627732667
"MC",38,"38_17",17,"W1_MC_14","13C_N","13C_N.MC",1.6722528,85242.09391,38.2,30,0.226995627732667
"MC",38,"38_18",18,"W1_MC_14","13C_N","13C_N.MC",1.6685,39012.87085,38.2,30,0.226995627732667
"MC",38,"38_19",19,"W1_MC_14","13C_N","13C_N.MC",1.6642,12755.5363,38.2,30,0.226995627732667
"MC",38,"38_3",3,"W1_MC_14","13C_N","13C_N.MC",1.7333152,1090.631269,38.2,30,0.226995627732667
"MC",38,"38_4",4,"W1_MC_14","13C_N","13C_N.MC",1.7301568,2337.654061,38.2,30,0.226995627732667
"MC",38,"38_5",5,"W1_MC_14","13C_N","13C_N.MC",1.7259456,12440.32431,38.2,30,0.226995627732667
"MC",38,"38_6",6,"W1_MC_14","13C_N","13C_N.MC",1.7206816,44108.78238,38.2,30,0.226995627732667
"MC",38,"38_7",7,"W1_MC_14","13C_N","13C_N.MC",1.7164704,54961.88074,38.2,30,0.226995627732667
"MC",38,"38_8",8,"W1_MC_14","13C_N","13C_N.MC",1.7112064,63058.10062,38.2,30,0.226995627732667
"MC",38,"38_9",9,"W1_MC_14","13C_N","13C_N.MC",1.7069952,73034.75385,38.2,30,0.226995627732667
"MC",39,"39_10",10,"W1_MC_15","13C_N","13C_N.MC",1.702784,63344.05007,35.8,30,0.22928851286128
"MC",39,"39_11",11,"W1_MC_15","13C_N","13C_N.MC",1.6985728,131222.1988,35.8,30,0.22928851286128
"MC",39,"39_12",12,"W1_MC_15","13C_N","13C_N.MC",1.6943616,401082.1987,35.8,30,0.22928851286128
"MC",39,"39_13",13,"W1_MC_15","13C_N","13C_N.MC",1.6901504,1132831.064,35.8,30,0.22928851286128
"MC",39,"39_14",14,"W1_MC_15","13C_N","13C_N.MC",1.6848864,1057778.254,35.8,30,0.22928851286128
"MC",39,"39_15",15,"W1_MC_15","13C_N","13C_N.MC",1.6806752,494801.4821,35.8,30,0.22928851286128
"MC",39,"39_16",16,"W1_MC_15","13C_N","13C_N.MC",1.676464,151232.7534,35.8,30,0.22928851286128
"MC",39,"39_17",17,"W1_MC_15","13C_N","13C_N.MC",1.6722528,45857.45946,35.8,30,0.22928851286128
"MC",39,"39_18",18,"W1_MC_15","13C_N","13C_N.MC",1.6676,16618.43264,35.8,30,0.22928851286128
"MC",39,"39_19",19,"W1_MC_15","13C_N","13C_N.MC",1.6632,8090.424565,35.8,30,0.22928851286128
"MC",39,"39_3",3,"W1_MC_15","13C_N","13C_N.MC",1.734368,849.5098847,35.8,30,0.22928851286128
"MC",39,"39_4",4,"W1_MC_15","13C_N","13C_N.MC",1.7301568,1443.510378,35.8,30,0.22928851286128
"MC",39,"39_5",5,"W1_MC_15","13C_N","13C_N.MC",1.7269984,5323.731172,35.8,30,0.22928851286128
"MC",39,"39_6",6,"W1_MC_15","13C_N","13C_N.MC",1.7217344,17645.89479,35.8,30,0.22928851286128
"MC",39,"39_7",7,"W1_MC_15","13C_N","13C_N.MC",1.7175232,19958.18219,35.8,30,0.22928851286128
"MC",39,"39_8",8,"W1_MC_15","13C_N","13C_N.MC",1.713312,28540.12661,35.8,30,0.22928851286128
"MC",39,"39_9",9,"W1_MC_15","13C_N","13C_N.MC",1.708048,45087.31146,35.8,30,0.22928851286128
"MC",40,"40_10",10,"W1_MC_19","18O","18O.MC",1.6996256,168100.2975,33.5,30,0.227759922775538
"MC",40,"40_11",11,"W1_MC_19","18O","18O.MC",1.6964672,254199.7944,33.5,30,0.227759922775538
"MC",40,"40_12",12,"W1_MC_19","18O","18O.MC",1.692256,533994.6743,33.5,30,0.227759922775538
"MC",40,"40_13",13,"W1_MC_19","18O","18O.MC",1.686992,1427756.898,33.5,30,0.227759922775538
"MC",40,"40_14",14,"W1_MC_19","18O","18O.MC",1.6859392,2940866.832,33.5,30,0.227759922775538
"MC",40,"40_15",15,"W1_MC_19","18O","18O.MC",1.6785696,2189559.919,33.5,30,0.227759922775538
"MC",40,"40_16",16,"W1_MC_19","18O","18O.MC",1.6754112,611053.1576,33.5,30,0.227759922775538
"MC",40,"40_17",17,"W1_MC_19","18O","18O.MC",1.6712,195676.9332,33.5,30,0.227759922775538
"MC",40,"40_18",18,"W1_MC_19","18O","18O.MC",1.6651,107772.7028,33.5,30,0.227759922775538
"MC",40,"40_19",19,"W1_MC_19","18O","18O.MC",1.6607,109068.0428,33.5,30,0.227759922775538
"MC",40,"40_20",20,"W1_MC_19","18O","18O.MC",1.6563,53823.07565,33.5,30,0.227759922775538
"MC",40,"40_3",3,"W1_MC_19","18O","18O.MC",1.7322624,62322.19448,33.5,30,0.227759922775538
"MC",40,"40_4",4,"W1_MC_19","18O","18O.MC",1.7269984,85332.56623,33.5,30,0.227759922775538
"MC",40,"40_5",5,"W1_MC_19","18O","18O.MC",1.7217344,67585.10365,33.5,30,0.227759922775538
"MC",40,"40_6",6,"W1_MC_19","18O","18O.MC",1.7196288,85751.86716,33.5,30,0.227759922775538
"MC",40,"40_7",7,"W1_MC_19","18O","18O.MC",1.7112064,81410.08346,33.5,30,0.227759922775538
"MC",40,"40_8",8,"W1_MC_19","18O","18O.MC",1.7069952,83800.52481,33.5,30,0.227759922775538
"MC",40,"40_9",9,"W1_MC_19","18O","18O.MC",1.702784,71728.48961,33.5,30,0.227759922775538
"MC",41,"41_10",10,"W1_MC_20","18O","18O.MC",1.7017312,103432.4996,31.9,35,0.226995627732667
"MC",41,"41_11",11,"W1_MC_20","18O","18O.MC",1.6964672,262486.8924,31.9,35,0.226995627732667
"MC",41,"41_12",12,"W1_MC_20","18O","18O.MC",1.692256,765947.2071,31.9,35,0.226995627732667
"MC",41,"41_13",13,"W1_MC_20","18O","18O.MC",1.686992,2134331.806,31.9,35,0.226995627732667
"MC",41,"41_14",14,"W1_MC_20","18O","18O.MC",1.681728,1860462.881,31.9,35,0.226995627732667
"MC",41,"41_15",15,"W1_MC_20","18O","18O.MC",1.6775168,898087.1266,31.9,35,0.226995627732667
"MC",41,"41_16",16,"W1_MC_20","18O","18O.MC",1.6733056,308416.5438,31.9,35,0.226995627732667
"MC",41,"41_17",17,"W1_MC_20","18O","18O.MC",1.6690944,114034.0726,31.9,35,0.226995627732667
"MC",41,"41_18",18,"W1_MC_20","18O","18O.MC",1.6653,43745.91771,31.9,35,0.226995627732667
"MC",41,"41_19",19,"W1_MC_20","18O","18O.MC",1.6608,16719.39552,31.9,35,0.226995627732667
"MC",41,"41_3",3,"W1_MC_20","18O","18O.MC",1.7322624,1386.552865,31.9,35,0.226995627732667
"MC",41,"41_4",4,"W1_MC_20","18O","18O.MC",1.7280512,1864.585182,31.9,35,0.226995627732667
"MC",41,"41_5",5,"W1_MC_20","18O","18O.MC",1.7248928,3656.20131,31.9,35,0.226995627732667
"MC",41,"41_6",6,"W1_MC_20","18O","18O.MC",1.7196288,3759.813881,31.9,35,0.226995627732667
"MC",41,"41_7",7,"W1_MC_20","18O","18O.MC",1.7143648,8680.11714,31.9,35,0.226995627732667
"MC",41,"41_8",8,"W1_MC_20","18O","18O.MC",1.7101536,14175.45078,31.9,35,0.226995627732667
"MC",41,"41_9",9,"W1_MC_20","18O","18O.MC",1.7059424,33296.27939,31.9,35,0.226995627732667
"MC",42,"42_10",10,"W1_MC_21","18O","18O.MC",1.7059424,19314.10674,34.6,30,0.22928851286128
"MC",42,"42_11",11,"W1_MC_21","18O","18O.MC",1.7006784,70990.87218,34.6,30,0.22928851286128
"MC",42,"42_12",12,"W1_MC_21","18O","18O.MC",1.69752,200598.3953,34.6,30,0.22928851286128
"MC",42,"42_13",13,"W1_MC_21","18O","18O.MC",1.6933088,416079.9075,34.6,30,0.22928851286128
"MC",42,"42_14",14,"W1_MC_21","18O","18O.MC",1.6890976,999151.1274,34.6,30,0.22928851286128
"MC",42,"42_15",15,"W1_MC_21","18O","18O.MC",1.6848864,1757378.792,34.6,30,0.22928851286128
"MC",42,"42_16",16,"W1_MC_21","18O","18O.MC",1.6806752,955057.2331,34.6,30,0.22928851286128
"MC",42,"42_17",17,"W1_MC_21","18O","18O.MC",1.6754112,332033.8848,34.6,30,0.22928851286128
"MC",42,"42_18",18,"W1_MC_21","18O","18O.MC",1.6701472,66359.18202,34.6,30,0.22928851286128
"MC",42,"42_19",19,"W1_MC_21","18O","18O.MC",1.6658,50760.5845,34.6,30,0.22928851286128
"MC",42,"42_4",4,"W1_MC_21","18O","18O.MC",1.734368,1525.92015,34.6,30,0.22928851286128
"MC",42,"42_5",5,"W1_MC_21","18O","18O.MC",1.729104,1577.03868,34.6,30,0.22928851286128
"MC",42,"42_6",6,"W1_MC_21","18O","18O.MC",1.7248928,1602.245936,34.6,30,0.22928851286128
"MC",42,"42_7",7,"W1_MC_21","18O","18O.MC",1.7196288,3060.399133,34.6,30,0.22928851286128
"MC",42,"42_8",8,"W1_MC_21","18O","18O.MC",1.7154176,6163.452185,34.6,30,0.22928851286128
"MC",42,"42_9",9,"W1_MC_21","18O","18O.MC",1.7101536,7278.899252,34.6,30,0.22928851286128
"MC",43,"43_10",10,"W1_MC_22","12C_18O","12C_18O.MC",1.7266094,8556.488471,34.4,30,0.22928851286128
"MC",43,"43_11",11,"W1_MC_22","12C_18O","12C_18O.MC",1.7223158,20190.79153,34.4,30,0.22928851286128
"MC",43,"43_12",12,"W1_MC_22","12C_18O","12C_18O.MC",1.7180222,61571.88138,34.4,30,0.22928851286128
"MC",43,"43_13",13,"W1_MC_22","12C_18O","12C_18O.MC",1.7137286,170326.1385,34.4,30,0.22928851286128
"MC",43,"43_14",14,"W1_MC_22","12C_18O","12C_18O.MC",1.709435,273700.1426,34.4,30,0.22928851286128
"MC",43,"43_15",15,"W1_MC_22","12C_18O","12C_18O.MC",1.7062148,509025.7194,34.4,30,0.22928851286128
"MC",43,"43_16",16,"W1_MC_22","12C_18O","12C_18O.MC",1.7019212,951844.444,34.4,30,0.22928851286128
"MC",43,"43_17",17,"W1_MC_22","12C_18O","12C_18O.MC",1.6976276,1048786.269,34.4,30,0.22928851286128
"MC",43,"43_18",18,"W1_MC_22","12C_18O","12C_18O.MC",1.6944074,548513.7406,34.4,30,0.22928851286128
"MC",43,"43_19",19,"W1_MC_22","12C_18O","12C_18O.MC",1.6899,127970.1224,34.4,30,0.22928851286128
"MC",43,"43_20",20,"W1_MC_22","12C_18O","12C_18O.MC",1.6857,47541.56367,34.4,30,0.22928851286128
"MC",43,"43_9",9,"W1_MC_22","12C_18O","12C_18O.MC",1.7319764,3802.994684,34.4,30,0.22928851286128
"MC",44,"44_10",10,"W1_MC_23","12C_18O","12C_18O.MC",1.7067708,231096.7722,35.8,30,0.230052807904151
"MC",44,"44_11",11,"W1_MC_23","12C_18O","12C_18O.MC",1.7024716,501416.6624,35.8,30,0.230052807904151
"MC",44,"44_12",12,"W1_MC_23","12C_18O","12C_18O.MC",1.6970976,1690192.602,35.8,30,0.230052807904151
"MC",44,"44_13",13,"W1_MC_23","12C_18O","12C_18O.MC",1.6927984,1653329.273,35.8,30,0.230052807904151
"MC",44,"44_14",14,"W1_MC_23","12C_18O","12C_18O.MC",1.6884992,743800.5868,35.8,30,0.230052807904151
"MC",44,"44_15",15,"W1_MC_23","12C_18O","12C_18O.MC",1.6852748,137653.0543,35.8,30,0.230052807904151
"MC",44,"44_16",16,"W1_MC_23","12C_18O","12C_18O.MC",1.6809756,49804.109,35.8,30,0.230052807904151
"MC",44,"44_17",17,"W1_MC_23","12C_18O","12C_18O.MC",1.6766764,35441.37407,35.8,30,0.230052807904151
"MC",44,"44_18",18,"W1_MC_23","12C_18O","12C_18O.MC",1.6723772,23374.98082,35.8,30,0.230052807904151
"MC",44,"44_19",19,"W1_MC_23","12C_18O","12C_18O.MC",1.6697,46468.3499,35.8,30,0.230052807904151
"MC",44,"44_20",20,"W1_MC_23","12C_18O","12C_18O.MC",1.6657,18247.15303,35.8,30,0.230052807904151
"MC",44,"44_3",3,"W1_MC_23","12C_18O","12C_18O.MC",1.732566,9993.530805,35.8,30,0.230052807904151
"MC",44,"44_4",4,"W1_MC_23","12C_18O","12C_18O.MC",1.7304164,15005.8399,35.8,30,0.230052807904151
"MC",44,"44_5",5,"W1_MC_23","12C_18O","12C_18O.MC",1.727192,11290.94448,35.8,30,0.230052807904151
"MC",44,"44_6",6,"W1_MC_23","12C_18O","12C_18O.MC",1.7239676,14143.3415,35.8,30,0.230052807904151
"MC",44,"44_7",7,"W1_MC_23","12C_18O","12C_18O.MC",1.721818,20739.54578,35.8,30,0.230052807904151
"MC",44,"44_8",8,"W1_MC_23","12C_18O","12C_18O.MC",1.7153692,46622.2256,35.8,30,0.230052807904151
