"ecosystem","sample","sample_fraction","fraction","sampleID","isotope.treatment","iso.treat.eco","Density.g.ml","avg_16S_copies","dna_ng_ul","uL_added","dry_soil_wt_g"
"GL",16,"16_11",11,"W1_GL_19","18O","18O.GL",1.6943616,108015.366,18.42,55,0.328874358551034
"GL",16,"16_12",12,"W1_GL_19","18O","18O.GL",1.6901504,363282.2227,18.42,55,0.328874358551034
"GL",16,"16_13",13,"W1_GL_19","18O","18O.GL",1.6859392,669166.9497,18.42,55,0.328874358551034
"GL",16,"16_14",14,"W1_GL_19","18O","18O.GL",1.6806752,714902.2997,18.42,55,0.328874358551034
"GL",16,"16_15",15,"W1_GL_19","18O","18O.GL",1.676464,213690.8888,18.42,55,0.328874358551034
"GL",16,"16_16",16,"W1_GL_19","18O","18O.GL",1.6733056,76381.75737,18.42,55,0.328874358551034
"GL",16,"16_17",17,"W1_GL_19","18O","18O.GL",1.6680416,34325.52603,18.42,55,0.328874358551034
"GL",16,"16_18",18,"W1_GL_19","18O","18O.GL",1.6624,25173.80064,18.42,55,0.328874358551034
"GL",16,"16_3",3,"W1_GL_19","18O","18O.GL",1.7354208,1723.27343,18.42,55,0.328874358551034
"GL",16,"16_4",4,"W1_GL_19","18O","18O.GL",1.7322624,1500.130899,18.42,55,0.328874358551034
"GL",16,"16_5",5,"W1_GL_19","18O","18O.GL",1.7269984,4261.27832,18.42,55,0.328874358551034
"GL",16,"16_6",6,"W1_GL_19","18O","18O.GL",1.7217344,17255.68757,18.42,55,0.328874358551034
"GL",16,"16_7",7,"W1_GL_19","18O","18O.GL",1.7143648,11986.57245,18.42,55,0.328874358551034
"GL",16,"16_8",8,"W1_GL_19","18O","18O.GL",1.7091008,17682.77386,18.42,55,0.328874358551034
"GL",16,"16_9",9,"W1_GL_19","18O","18O.GL",1.7038368,26759.11704,18.42,55,0.328874358551034
"GL",17,"17_10",10,"W1_GL_20","18O","18O.GL",1.7069952,22347.74594,15.5,70,0.250651045647591
"GL",17,"17_11",11,"W1_GL_20","18O","18O.GL",1.7006784,77421.35752,15.5,70,0.250651045647591
"GL",17,"17_12",12,"W1_GL_20","18O","18O.GL",1.69752,173083.8245,15.5,70,0.250651045647591
"GL",17,"17_13",13,"W1_GL_20","18O","18O.GL",1.692256,492138.3589,15.5,70,0.250651045647591
"GL",17,"17_14",14,"W1_GL_20","18O","18O.GL",1.6880448,1140314.05,15.5,70,0.250651045647591
"GL",17,"17_15",15,"W1_GL_20","18O","18O.GL",1.6827808,537945.3071,15.5,70,0.250651045647591
"GL",17,"17_16",16,"W1_GL_20","18O","18O.GL",1.6785696,174253.4202,15.5,70,0.250651045647591
"GL",17,"17_17",17,"W1_GL_20","18O","18O.GL",1.6733056,57525.10222,15.5,70,0.250651045647591
"GL",17,"17_18",18,"W1_GL_20","18O","18O.GL",1.6696,29855.00272,15.5,70,0.250651045647591
"GL",17,"17_19",19,"W1_GL_20","18O","18O.GL",1.665,12916.24322,15.5,70,0.250651045647591
"GL",17,"17_4",4,"W1_GL_20","18O","18O.GL",1.734368,1046.782502,15.5,70,0.250651045647591
"GL",17,"17_5",5,"W1_GL_20","18O","18O.GL",1.729104,1039.415342,15.5,70,0.250651045647591
"GL",17,"17_6",6,"W1_GL_20","18O","18O.GL",1.7248928,1550.303781,15.5,70,0.250651045647591
"GL",17,"17_7",7,"W1_GL_20","18O","18O.GL",1.7196288,2217.198086,15.5,70,0.250651045647591
"GL",17,"17_8",8,"W1_GL_20","18O","18O.GL",1.7154176,4514.815258,15.5,70,0.250651045647591
"GL",17,"17_9",9,"W1_GL_20","18O","18O.GL",1.7101536,10115.28609,15.5,70,0.250651045647591
"GL",18,"18_10",10,"W1_GL_21","18O","18O.GL",1.7017312,54178.6685,16.5,60,0.250651045647591
"GL",18,"18_11",11,"W1_GL_21","18O","18O.GL",1.69752,99989.81788,16.5,60,0.250651045647591
"GL",18,"18_12",12,"W1_GL_21","18O","18O.GL",1.6943616,329295.3243,16.5,60,0.250651045647591
"GL",18,"18_13",13,"W1_GL_21","18O","18O.GL",1.6890976,720285.7666,16.5,60,0.250651045647591
"GL",18,"18_14",14,"W1_GL_21","18O","18O.GL",1.6838336,633511.371,16.5,60,0.250651045647591
"GL",18,"18_15",15,"W1_GL_21","18O","18O.GL",1.6796224,306233.4481,16.5,60,0.250651045647591
"GL",18,"18_16",16,"W1_GL_21","18O","18O.GL",1.6754112,117964.7659,16.5,60,0.250651045647591
"GL",18,"18_17",17,"W1_GL_21","18O","18O.GL",1.6701472,43822.14555,16.5,60,0.250651045647591
"GL",18,"18_19",19,"W1_GL_21","18O","18O.GL",1.6599,10124.25461,16.5,60,0.250651045647591
"GL",18,"18_3",3,"W1_GL_21","18O","18O.GL",1.7354208,1486.665468,16.5,60,0.250651045647591
"GL",18,"18_4",4,"W1_GL_21","18O","18O.GL",1.7301568,1572.182436,16.5,60,0.250651045647591
"GL",18,"18_5",5,"W1_GL_21","18O","18O.GL",1.72384,2877.905626,16.5,60,0.250651045647591
"GL",18,"18_6",6,"W1_GL_21","18O","18O.GL",1.7196288,2772.546506,16.5,60,0.250651045647591
"GL",18,"18_7",7,"W1_GL_21","18O","18O.GL",1.7154176,3936.007158,16.5,60,0.250651045647591
"GL",18,"18_8",8,"W1_GL_21","18O","18O.GL",1.7101536,7997.679975,16.5,60,0.250651045647591
"GL",18,"18_9",9,"W1_GL_21","18O","18O.GL",1.7069952,22017.61962,16.5,60,0.250651045647591
"GL",19,"19_10",10,"W1_GL_22","12C_18O","12C_18O.GL",1.702784,57288.1259,20,50,0.249809934756156
"GL",19,"19_11",11,"W1_GL_22","12C_18O","12C_18O.GL",1.69752,129097.7876,20,50,0.249809934756156
"GL",19,"19_12",12,"W1_GL_22","12C_18O","12C_18O.GL",1.6943616,347093.0871,20,50,0.249809934756156
"GL",19,"19_13",13,"W1_GL_22","12C_18O","12C_18O.GL",1.6880448,782991.6335,20,50,0.249809934756156
"GL",19,"19_14",14,"W1_GL_22","12C_18O","12C_18O.GL",1.6838336,567526.0427,20,50,0.249809934756156
"GL",19,"19_15",15,"W1_GL_22","12C_18O","12C_18O.GL",1.6796224,301517.6394,20,50,0.249809934756156
"GL",19,"19_16",16,"W1_GL_22","12C_18O","12C_18O.GL",1.6743584,79595.42151,20,50,0.249809934756156
"GL",19,"19_17",17,"W1_GL_22","12C_18O","12C_18O.GL",1.6701472,38834.30714,20,50,0.249809934756156
"GL",19,"19_18",18,"W1_GL_22","12C_18O","12C_18O.GL",1.6642,19713.96459,20,50,0.249809934756156
"GL",19,"19_4",4,"W1_GL_22","12C_18O","12C_18O.GL",1.734368,1253.158783,20,50,0.249809934756156
"GL",19,"19_5",5,"W1_GL_22","12C_18O","12C_18O.GL",1.7269984,1427.934943,20,50,0.249809934756156
"GL",19,"19_6",6,"W1_GL_22","12C_18O","12C_18O.GL",1.7217344,2311.162211,20,50,0.249809934756156
"GL",19,"19_7",7,"W1_GL_22","12C_18O","12C_18O.GL",1.7175232,4971.859217,20,50,0.249809934756156
"GL",19,"19_8",8,"W1_GL_22","12C_18O","12C_18O.GL",1.7143648,8775.064678,20,50,0.249809934756156
"GL",19,"19_9",9,"W1_GL_22","12C_18O","12C_18O.GL",1.7059424,21987.34726,20,50,0.249809934756156
"GL",20,"20_10",10,"W1_GL_23","12C_18O","12C_18O.GL",1.7017312,150695.6477,28,22,0.252333267430461
"GL",20,"20_11",11,"W1_GL_23","12C_18O","12C_18O.GL",1.6985728,143757.9135,28,22,0.252333267430461
"GL",20,"20_12",12,"W1_GL_23","12C_18O","12C_18O.GL",1.6943616,164756.3809,28,22,0.252333267430461
"GL",20,"20_13",13,"W1_GL_23","12C_18O","12C_18O.GL",1.6901504,278215.4183,28,22,0.252333267430461
"GL",20,"20_14",14,"W1_GL_23","12C_18O","12C_18O.GL",1.6859392,703530.0283,28,22,0.252333267430461
"GL",20,"20_15",15,"W1_GL_23","12C_18O","12C_18O.GL",1.6827808,631993.153,28,22,0.252333267430461
"GL",20,"20_16",16,"W1_GL_23","12C_18O","12C_18O.GL",1.6785696,455415.9616,28,22,0.252333267430461
"GL",20,"20_17",17,"W1_GL_23","12C_18O","12C_18O.GL",1.6754112,223949.3143,28,22,0.252333267430461
"GL",20,"20_18",18,"W1_GL_23","12C_18O","12C_18O.GL",1.6712,147267.8156,28,22,0.252333267430461
"GL",20,"20_19",19,"W1_GL_23","12C_18O","12C_18O.GL",1.6645,139815.0252,28,22,0.252333267430461
"GL",20,"20_20",20,"W1_GL_23","12C_18O","12C_18O.GL",1.6602,52971.37887,28,22,0.252333267430461
"GL",20,"20_3",3,"W1_GL_23","12C_18O","12C_18O.GL",1.734368,3701.712402,28,22,0.252333267430461
"GL",20,"20_4",4,"W1_GL_23","12C_18O","12C_18O.GL",1.7301568,60534.2076,28,22,0.252333267430461
"GL",20,"20_5",5,"W1_GL_23","12C_18O","12C_18O.GL",1.7248928,43361.40667,28,22,0.252333267430461
"GL",20,"20_6",6,"W1_GL_23","12C_18O","12C_18O.GL",1.7206816,62585.70592,28,22,0.252333267430461
"GL",20,"20_7",7,"W1_GL_23","12C_18O","12C_18O.GL",1.7154176,65290.59814,28,22,0.252333267430461
"GL",20,"20_8",8,"W1_GL_23","12C_18O","12C_18O.GL",1.7112064,85721.18858,28,22,0.252333267430461
"GL",20,"20_9",9,"W1_GL_23","12C_18O","12C_18O.GL",1.7069952,82079.55657,28,22,0.252333267430461
"GL",21,"21_10",10,"W1_GL_24","12C_18O","12C_18O.GL",1.7046212,247688.5603,21.6,50,0.2556977109962
"GL",21,"21_11",11,"W1_GL_24","12C_18O","12C_18O.GL",1.700322,431470.5198,21.6,50,0.2556977109962
"GL",21,"21_12",12,"W1_GL_24","12C_18O","12C_18O.GL",1.6960228,653857.2752,21.6,50,0.2556977109962
"GL",21,"21_13",13,"W1_GL_24","12C_18O","12C_18O.GL",1.6917236,418478.8941,21.6,50,0.2556977109962
"GL",21,"21_14",14,"W1_GL_24","12C_18O","12C_18O.GL",1.6874244,99755.0872,21.6,50,0.2556977109962
"GL",21,"21_15",15,"W1_GL_24","12C_18O","12C_18O.GL",1.6831252,40374.86508,21.6,50,0.2556977109962
"GL",21,"21_16",16,"W1_GL_24","12C_18O","12C_18O.GL",1.678826,23687.13963,21.6,50,0.2556977109962
"GL",21,"21_17",17,"W1_GL_24","12C_18O","12C_18O.GL",1.6756016,18671.80435,21.6,50,0.2556977109962
"GL",21,"21_18",18,"W1_GL_24","12C_18O","12C_18O.GL",1.6715,13760.09849,21.6,50,0.2556977109962
"GL",21,"21_19",19,"W1_GL_24","12C_18O","12C_18O.GL",1.6674,14650.18047,21.6,50,0.2556977109962
"GL",21,"21_20",20,"W1_GL_24","12C_18O","12C_18O.GL",1.6633,18767.48782,21.6,50,0.2556977109962
"GL",21,"21_3",3,"W1_GL_24","12C_18O","12C_18O.GL",1.7336408,8277.742092,21.6,50,0.2556977109962
"GL",21,"21_4",4,"W1_GL_24","12C_18O","12C_18O.GL",1.7304164,5096.343716,21.6,50,0.2556977109962
"GL",21,"21_5",5,"W1_GL_24","12C_18O","12C_18O.GL",1.7261172,9001.458747,21.6,50,0.2556977109962
"GL",21,"21_6",6,"W1_GL_24","12C_18O","12C_18O.GL",1.721818,16886.6609,21.6,50,0.2556977109962
"GL",21,"21_7",7,"W1_GL_24","12C_18O","12C_18O.GL",1.7175188,28093.60257,21.6,50,0.2556977109962
"GL",21,"21_8",8,"W1_GL_24","12C_18O","12C_18O.GL",1.7132196,67136.81205,21.6,50,0.2556977109962
"GL",21,"21_9",9,"W1_GL_24","12C_18O","12C_18O.GL",1.7089204,129063.5622,21.6,50,0.2556977109962
"GL",22,"22_1",1,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.7301568,2408.537607,21.5,50,0.252333267430461
"GL",22,"22_10",10,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.6890976,252320.913,21.5,50,0.252333267430461
"GL",22,"22_11",11,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.6838336,614539.207,21.5,50,0.252333267430461
"GL",22,"22_12",12,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.6796224,549563.5024,21.5,50,0.252333267430461
"GL",22,"22_13",13,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.6743584,277010.5532,21.5,50,0.252333267430461
"GL",22,"22_14",14,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.6701472,127201.5889,21.5,50,0.252333267430461
"GL",22,"22_15",15,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.665936,51800.1858,21.5,50,0.252333267430461
"GL",22,"22_2",2,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.7301568,2665.771002,21.5,50,0.252333267430461
"GL",22,"22_3",3,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.72384,3722.778161,21.5,50,0.252333267430461
"GL",22,"22_4",4,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.7206816,3087.383233,21.5,50,0.252333267430461
"GL",22,"22_5",5,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.7154176,4196.870309,21.5,50,0.252333267430461
"GL",22,"22_6",6,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.7091008,11095.27782,21.5,50,0.252333267430461
"GL",22,"22_7",7,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.7038368,39165.72914,21.5,50,0.252333267430461
"GL",22,"22_8",8,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.6985728,58261.26813,21.5,50,0.252333267430461
"GL",22,"22_9",9,"W1_GL_28","12C_18O_N","12C_18O_N.GL",1.6933088,93789.67498,21.5,50,0.252333267430461
"GL",23,"23_10",10,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.692256,207325.0104,22.7,NA,0.274202150607767
"GL",23,"23_11",11,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.6859392,580670.7563,22.7,NA,0.274202150607767
"GL",23,"23_12",12,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.6806752,406604.9991,22.7,NA,0.274202150607767
"GL",23,"23_13",13,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.6733056,195606.3002,22.7,NA,0.274202150607767
"GL",23,"23_14",14,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.6695,36716.33264,22.7,NA,0.274202150607767
"GL",23,"23_15",15,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.6639,25392.15759,22.7,NA,0.274202150607767
"GL",23,"23_3",3,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.7312096,1470.619098,22.7,NA,0.274202150607767
"GL",23,"23_4",4,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.7259456,2216.187031,22.7,NA,0.274202150607767
"GL",23,"23_5",5,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.7206816,2275.232604,22.7,NA,0.274202150607767
"GL",23,"23_6",6,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.7143648,5109.587838,22.7,NA,0.274202150607767
"GL",23,"23_7",7,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.7091008,19358.06507,22.7,NA,0.274202150607767
"GL",23,"23_8",8,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.702784,32669.363,22.7,NA,0.274202150607767
"GL",23,"23_9",9,"W1_GL_29","12C_18O_N","12C_18O_N.GL",1.69752,81788.83745,22.7,NA,0.274202150607767
"GL",24,"24_10",10,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.69752,239781.4726,17.73,60,0.251492156539026
"GL",24,"24_11",11,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.692256,412760.2061,17.73,60,0.251492156539026
"GL",24,"24_12",12,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.6880448,914913.45,17.73,60,0.251492156539026
"GL",24,"24_13",13,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.6848864,1259414.845,17.73,60,0.251492156539026
"GL",24,"24_14",14,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.6796224,675703.8564,17.73,60,0.251492156539026
"GL",24,"24_15",15,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.6754112,237888.3863,17.73,60,0.251492156539026
"GL",24,"24_16",16,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.6722528,116695.8495,17.73,60,0.251492156539026
"GL",24,"24_17",17,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.6669888,59121.80146,17.73,60,0.251492156539026
"GL",24,"24_18",18,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.6627776,24471.13435,17.73,60,0.251492156539026
"GL",24,"24_3",3,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.7312096,14392.7739,17.73,60,0.251492156539026
"GL",24,"24_4",4,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.7269984,14212.00009,17.73,60,0.251492156539026
"GL",24,"24_5",5,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.7227872,17568.05857,17.73,60,0.251492156539026
"GL",24,"24_6",6,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.7175232,24665.63676,17.73,60,0.251492156539026
"GL",24,"24_7",7,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.7122592,49932.2518,17.73,60,0.251492156539026
"GL",24,"24_8",8,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.708048,99249.63194,17.73,60,0.251492156539026
"GL",24,"24_9",9,"W1_GL_30","12C_18O_N","12C_18O_N.GL",1.7017312,131893.6222,17.73,60,0.251492156539026
"MC",25,"25_10",10,"W1_MC_1","16O","16O.MC",1.7122592,2788.570206,29.1,35,0.22928851286128
"MC",25,"25_11",11,"W1_MC_1","16O","16O.MC",1.7069952,5339.801174,29.1,35,0.22928851286128
"MC",25,"25_12",12,"W1_MC_1","16O","16O.MC",1.7048896,17037.03568,29.1,35,0.22928851286128
"MC",25,"25_13",13,"W1_MC_1","16O","16O.MC",1.69752,39577.7049,29.1,35,0.22928851286128
"MC",25,"25_14",14,"W1_MC_1","16O","16O.MC",1.6933088,231016.9189,29.1,35,0.22928851286128
"MC",25,"25_15",15,"W1_MC_1","16O","16O.MC",1.6901504,761508.0223,29.1,35,0.22928851286128
"MC",25,"25_16",16,"W1_MC_1","16O","16O.MC",1.6859392,1510428.127,29.1,35,0.22928851286128
"MC",25,"25_17",17,"W1_MC_1","16O","16O.MC",1.6827808,1681769.898,29.1,35,0.22928851286128
"MC",25,"25_18",18,"W1_MC_1","16O","16O.MC",1.6775168,455043.555,29.1,35,0.22928851286128
"MC",25,"25_19",19,"W1_MC_1","16O","16O.MC",1.6737,204856.6413,29.1,35,0.22928851286128
"MC",25,"25_20",20,"W1_MC_1","16O","16O.MC",1.6696,80533.82569,29.1,35,0.22928851286128
"MC",25,"25_5",5,"W1_MC_1","16O","16O.MC",1.7322624,1819.148357,29.1,35,0.22928851286128
"MC",25,"25_6",6,"W1_MC_1","16O","16O.MC",1.729104,2011.689102,29.1,35,0.22928851286128
"MC",25,"25_7",7,"W1_MC_1","16O","16O.MC",1.7248928,1930.432299,29.1,35,0.22928851286128
"MC",25,"25_8",8,"W1_MC_1","16O","16O.MC",1.7196288,12847.63718,29.1,35,0.22928851286128
"MC",25,"25_9",9,"W1_MC_1","16O","16O.MC",1.7154176,1452.834588,29.1,35,0.22928851286128
"MC",26,"26_10",10,"W1_MC_2","16O","16O.MC",1.7038368,5557.864333,43.8,25,0.22928851286128
"MC",26,"26_11",11,"W1_MC_2","16O","16O.MC",1.6985728,26910.4656,43.8,25,0.22928851286128
"MC",26,"26_12",12,"W1_MC_2","16O","16O.MC",1.6943616,190263.3248,43.8,25,0.22928851286128
"MC",26,"26_13",13,"W1_MC_2","16O","16O.MC",1.6901504,863787.2087,43.8,25,0.22928851286128
"MC",26,"26_14",14,"W1_MC_2","16O","16O.MC",1.6859392,1752873.54,43.8,25,0.22928851286128
"MC",26,"26_15",15,"W1_MC_2","16O","16O.MC",1.681728,895474.2703,43.8,25,0.22928851286128
"MC",26,"26_16",16,"W1_MC_2","16O","16O.MC",1.6775168,329634.1606,43.8,25,0.22928851286128
"MC",26,"26_17",17,"W1_MC_2","16O","16O.MC",1.6743584,116281.4923,43.8,25,0.22928851286128
"MC",26,"26_18",18,"W1_MC_2","16O","16O.MC",1.6712,45387.29051,43.8,25,0.22928851286128
"MC",26,"26_19",19,"W1_MC_2","16O","16O.MC",1.6668,25620.42033,43.8,25,0.22928851286128
"MC",26,"26_20",20,"W1_MC_2","16O","16O.MC",1.6628,31406.9255,43.8,25,0.22928851286128
"MC",26,"26_3",3,"W1_MC_2","16O","16O.MC",1.7301568,1376.585117,43.8,25,0.22928851286128
"MC",26,"26_4",4,"W1_MC_2","16O","16O.MC",1.7280512,1668.289284,43.8,25,0.22928851286128
"MC",26,"26_5",5,"W1_MC_2","16O","16O.MC",1.7269984,2023.294702,43.8,25,0.22928851286128
"MC",26,"26_6",6,"W1_MC_2","16O","16O.MC",1.7206816,2803.960655,43.8,25,0.22928851286128
"MC",26,"26_7",7,"W1_MC_2","16O","16O.MC",1.7164704,2628.110292,43.8,25,0.22928851286128
"MC",26,"26_8",8,"W1_MC_2","16O","16O.MC",1.7122592,3954.827665,43.8,25,0.22928851286128
"MC",26,"26_9",9,"W1_MC_2","16O","16O.MC",1.708048,3532.694368,43.8,25,0.22928851286128
"MC",27,"27_10",10,"W1_MC_3","16O","16O.MC",1.7048896,11644.85373,40.5,25,0.224702742604054
"MC",27,"27_11",11,"W1_MC_3","16O","16O.MC",1.6996256,42056.74591,40.5,25,0.224702742604054
"MC",27,"27_12",12,"W1_MC_3","16O","16O.MC",1.6954144,249201.1936,40.5,25,0.224702742604054
"MC",27,"27_13",13,"W1_MC_3","16O","16O.MC",1.6901504,1436051.268,40.5,25,0.224702742604054
"MC",27,"27_14",14,"W1_MC_3","16O","16O.MC",1.6859392,1848844.9,40.5,25,0.224702742604054
"MC",27,"27_15",15,"W1_MC_3","16O","16O.MC",1.681728,1244245.521,40.5,25,0.224702742604054
"MC",27,"27_16",16,"W1_MC_3","16O","16O.MC",1.6775168,271154.9123,40.5,25,0.224702742604054
"MC",27,"27_17",17,"W1_MC_3","16O","16O.MC",1.6721,125025.477,40.5,25,0.224702742604054
"MC",27,"27_18",18,"W1_MC_3","16O","16O.MC",1.6675,40206.30847,40.5,25,0.224702742604054
"MC",27,"27_4",4,"W1_MC_3","16O","16O.MC",1.7333152,1243.980882,40.5,25,0.224702742604054
"MC",27,"27_5",5,"W1_MC_3","16O","16O.MC",1.729104,844.5250892,40.5,25,0.224702742604054
"MC",27,"27_6",6,"W1_MC_3","16O","16O.MC",1.72384,957.3681585,40.5,25,0.224702742604054
"MC",27,"27_7",7,"W1_MC_3","16O","16O.MC",1.718576,1471.139113,40.5,25,0.224702742604054
"MC",27,"27_8",8,"W1_MC_3","16O","16O.MC",1.713312,2421.553607,40.5,25,0.224702742604054
"MC",27,"27_9",9,"W1_MC_3","16O","16O.MC",1.7091008,4123.682439,40.5,25,0.224702742604054
"MC",28,"28_10",10,"W1_MC_4","12C","12C.MC",1.6996256,3517.38264,41.4,25,0.230052807904151
"MC",28,"28_11",11,"W1_MC_4","12C","12C.MC",1.6964672,24923.26324,41.4,25,0.230052807904151
"MC",28,"28_12",12,"W1_MC_4","12C","12C.MC",1.6912032,156997.1444,41.4,25,0.230052807904151
"MC",28,"28_13",13,"W1_MC_4","12C","12C.MC",1.6880448,299532.2014,41.4,25,0.230052807904151
"MC",28,"28_14",14,"W1_MC_4","12C","12C.MC",1.6838336,624058.3847,41.4,25,0.230052807904151
"MC",28,"28_15",15,"W1_MC_4","12C","12C.MC",1.6796224,186336.9409,41.4,25,0.230052807904151
"MC",28,"28_16",16,"W1_MC_4","12C","12C.MC",1.676464,115162.5056,41.4,25,0.230052807904151
"MC",28,"28_17",17,"W1_MC_4","12C","12C.MC",1.6743584,41592.80626,41.4,25,0.230052807904151
"MC",28,"28_18",18,"W1_MC_4","12C","12C.MC",1.6690944,16985.57375,41.4,25,0.230052807904151
"MC",28,"28_19",19,"W1_MC_4","12C","12C.MC",1.6638304,8716.643127,41.4,25,0.230052807904151
"MC",28,"28_2",2,"W1_MC_4","12C","12C.MC",1.7354208,970.9648583,41.4,25,0.230052807904151
"MC",28,"28_3",3,"W1_MC_4","12C","12C.MC",1.7322624,1333.199047,41.4,25,0.230052807904151
"MC",28,"28_4",4,"W1_MC_4","12C","12C.MC",1.7269984,1145.148625,41.4,25,0.230052807904151
"MC",28,"28_5",5,"W1_MC_4","12C","12C.MC",1.7227872,1502.606613,41.4,25,0.230052807904151
"MC",28,"28_6",6,"W1_MC_4","12C","12C.MC",1.7164704,1665.185256,41.4,25,0.230052807904151
"MC",28,"28_7",7,"W1_MC_4","12C","12C.MC",1.7112064,1575.46352,41.4,25,0.230052807904151
"MC",28,"28_8",8,"W1_MC_4","12C","12C.MC",1.7069952,2036.366701,41.4,25,0.230052807904151
"MC",28,"28_9",9,"W1_MC_4","12C","12C.MC",1.702784,1606.4892,41.4,25,0.230052807904151
"MC",29,"29_10",10,"W1_MC_5","12C","12C.MC",1.7276828,4562.32468,42.2,25,0.22928851286128
"MC",29,"29_11",11,"W1_MC_5","12C","12C.MC",1.7223158,9307.564647,42.2,25,0.22928851286128
"MC",29,"29_12",12,"W1_MC_5","12C","12C.MC",1.7180222,11108.44389,42.2,25,0.22928851286128
"MC",29,"29_13",13,"W1_MC_5","12C","12C.MC",1.7137286,3316.909399,42.2,25,0.22928851286128
"MC",29,"29_14",14,"W1_MC_5","12C","12C.MC",1.7083616,200035.8453,42.2,25,0.22928851286128
"MC",29,"29_15",15,"W1_MC_5","12C","12C.MC",1.7051414,908189.4374,42.2,25,0.22928851286128
"MC",29,"29_16",16,"W1_MC_5","12C","12C.MC",1.7008478,1584678.42,42.2,25,0.22928851286128
"MC",29,"29_17",17,"W1_MC_5","12C","12C.MC",1.6965542,1012338.675,42.2,25,0.22928851286128
"MC",29,"29_18",18,"W1_MC_5","12C","12C.MC",1.6901138,275880.7161,42.2,25,0.22928851286128
"MC",29,"29_19",19,"W1_MC_5","12C","12C.MC",1.6862,89154.48007,42.2,25,0.22928851286128
"MC",29,"29_20",20,"W1_MC_5","12C","12C.MC",1.6816,27128.0241,42.2,25,0.22928851286128
"MC",29,"29_9",9,"W1_MC_5","12C","12C.MC",1.7319764,7385.636784,42.2,25,0.22928851286128
"MC",30,"30_10",10,"W1_MC_6","12C","12C.MC",1.7078456,38263.67436,44.9,25,0.22928851286128
"MC",30,"30_11",11,"W1_MC_6","12C","12C.MC",1.7035464,214712.5455,44.9,25,0.22928851286128
"MC",30,"30_12",12,"W1_MC_6","12C","12C.MC",1.6992472,780842.2959,44.9,25,0.22928851286128
"MC",30,"30_13",13,"W1_MC_6","12C","12C.MC",1.694948,1750707.403,44.9,25,0.22928851286128
"MC",30,"30_14",14,"W1_MC_6","12C","12C.MC",1.689574,1208457.003,44.9,25,0.22928851286128
"MC",30,"30_15",15,"W1_MC_6","12C","12C.MC",1.6863496,270159.2731,44.9,25,0.22928851286128
"MC",30,"30_16",16,"W1_MC_6","12C","12C.MC",1.6809756,92403.52425,44.9,25,0.22928851286128
"MC",30,"30_17",17,"W1_MC_6","12C","12C.MC",1.6756016,41333.42248,44.9,25,0.22928851286128
"MC",30,"30_18",18,"W1_MC_6","12C","12C.MC",1.6699,24877.02276,44.9,25,0.22928851286128
"MC",30,"30_19",19,"W1_MC_6","12C","12C.MC",1.6651,21722.1391,44.9,25,0.22928851286128
"MC",30,"30_5",5,"W1_MC_6","12C","12C.MC",1.7314912,10006.67441,44.9,25,0.22928851286128
"MC",30,"30_6",6,"W1_MC_6","12C","12C.MC",1.727192,10365.35671,44.9,25,0.22928851286128
